0,754.0,1981,R10mm,hist
1,866.0,1982,R10mm,hist
2,794.0,1983,R10mm,hist
3,882.0,1984,R10mm,hist
4,836.0,1985,R10mm,hist
5,1023.0,1986,R10mm,hist
6,905.0,1987,R10mm,hist
7,838.0,1988,R10mm,hist
8,580.0,1989,R10mm,hist
9,900.0,1990,R10mm,hist
10,832.0,1991,R10mm,hist
11,961.0,1992,R10mm,hist
12,766.0,1993,R10mm,hist
13,580.0,1994,R10mm,hist
14,898.0,1995,R10mm,hist
15,618.0,1996,R10mm,hist
16,857.0,1997,R10mm,hist
17,678.0,1998,R10mm,hist
18,569.0,1999,R10mm,hist
19,885.0,2000,R10mm,hist
20,862.0,2001,R10mm,hist
21,924.0,2002,R10mm,hist
22,810.0,2003,R10mm,hist
23,829.0,2004,R10mm,hist
24,869.0,2005,R10mm,hist
25,624.0,2006,R10mm,hist
26,634.0,2007,R10mm,hist
27,756.0,2008,R10mm,hist
28,755.0,2009,R10mm,hist
0,279.04965,1981,TG,hist
1,278.33264,1982,TG,hist
2,278.46896,1983,TG,hist
3,278.68045,1984,TG,hist
4,278.25443,1985,TG,hist
5,279.2658,1986,TG,hist
6,277.39862,1987,TG,hist
7,278.0147,1988,TG,hist
8,279.35458,1989,TG,hist
9,279.75174,1990,TG,hist
10,280.06406,1991,TG,hist
11,277.90585,1992,TG,hist
12,279.16956,1993,TG,hist
13,281.82642,1994,TG,hist
14,278.14398,1995,TG,hist
15,279.39075,1996,TG,hist
16,278.54868,1997,TG,hist
17,279.30972,1998,TG,hist
18,280.0237,1999,TG,hist
19,279.1749,2000,TG,hist
20,278.7518,2001,TG,hist
21,278.5375,2002,TG,hist
22,278.55173,2003,TG,hist
23,280.23578,2004,TG,hist
24,279.05023,2005,TG,hist
25,280.24728,2006,TG,hist
26,280.2805,2007,TG,hist
27,280.49045,2008,TG,hist
28,280.5028,2009,TG,hist
0,36981.16,1951,BEDD,hist
1,40266.695,1952,BEDD,hist
2,43701.246,1953,BEDD,hist
3,40137.977,1954,BEDD,hist
4,41246.727,1955,BEDD,hist
5,43801.574,1956,BEDD,hist
6,44841.93,1957,BEDD,hist
7,32849.58,1958,BEDD,hist
8,30578.59,1959,BEDD,hist
9,32665.576,1960,BEDD,hist
10,39582.418,1961,BEDD,hist
11,31372.363,1962,BEDD,hist
12,43759.203,1963,BEDD,hist
13,36825.504,1964,BEDD,hist
14,38674.14,1965,BEDD,hist
15,38028.125,1966,BEDD,hist
16,37409.848,1967,BEDD,hist
17,35132.266,1968,BEDD,hist
18,39457.234,1969,BEDD,hist
19,39311.375,1970,BEDD,hist
20,27167.863,1971,BEDD,hist
21,38225.21,1972,BEDD,hist
22,42045.695,1973,BEDD,hist
23,49245.367,1974,BEDD,hist
24,49655.664,1975,BEDD,hist
25,49653.344,1976,BEDD,hist
26,31427.145,1977,BEDD,hist
27,35112.523,1978,BEDD,hist
28,36783.242,1979,BEDD,hist
0,46583.36,1981,BEDD,hist
1,33054.79,1982,BEDD,hist
2,33913.973,1983,BEDD,hist
3,35811.355,1984,BEDD,hist
4,37130.72,1985,BEDD,hist
5,36663.883,1986,BEDD,hist
6,37619.785,1987,BEDD,hist
7,37925.18,1988,BEDD,hist
8,43489.14,1989,BEDD,hist
9,40108.305,1990,BEDD,hist
10,40337.36,1991,BEDD,hist
11,36563.508,1992,BEDD,hist
12,35353.55,1993,BEDD,hist
13,48208.957,1994,BEDD,hist
14,34724.945,1995,BEDD,hist
15,36877.04,1996,BEDD,hist
16,42009.95,1997,BEDD,hist
17,38024.188,1998,BEDD,hist
18,48769.15,1999,BEDD,hist
19,37460.562,2000,BEDD,hist
20,36387.367,2001,BEDD,hist
21,35556.336,2002,BEDD,hist
22,35327.195,2003,BEDD,hist
23,37400.64,2004,BEDD,hist
24,35854.65,2005,BEDD,hist
25,44128.824,2006,BEDD,hist
26,46815.133,2007,BEDD,hist
27,47900.01,2008,BEDD,hist
28,40797.37,2009,BEDD,hist
0,12.221283,1951,DTR,hist
1,11.397075,1952,DTR,hist
2,12.750884,1953,DTR,hist
3,12.438797,1954,DTR,hist
4,13.434995,1955,DTR,hist
5,12.583791,1956,DTR,hist
6,12.09613,1957,DTR,hist
7,13.311502,1958,DTR,hist
8,12.396054,1959,DTR,hist
9,10.86778,1960,DTR,hist
10,10.917429,1961,DTR,hist
11,13.245999,1962,DTR,hist
12,12.93186,1963,DTR,hist
13,13.087533,1964,DTR,hist
14,12.261596,1965,DTR,hist
15,11.287254,1966,DTR,hist
16,12.368063,1967,DTR,hist
17,12.087396,1968,DTR,hist
18,12.737388,1969,DTR,hist
19,11.893058,1970,DTR,hist
20,11.881613,1971,DTR,hist
21,12.038809,1972,DTR,hist
22,11.553772,1973,DTR,hist
23,12.434091,1974,DTR,hist
24,14.008825,1975,DTR,hist
25,13.915365,1976,DTR,hist
26,10.957194,1977,DTR,hist
27,12.479714,1978,DTR,hist
28,11.943826,1979,DTR,hist
0,13.573687,1981,DTR,hist
1,11.5698185,1982,DTR,hist
2,10.807837,1983,DTR,hist
3,10.301356,1984,DTR,hist
4,11.049401,1985,DTR,hist
5,13.115947,1986,DTR,hist
6,10.920521,1987,DTR,hist
7,11.490284,1988,DTR,hist
8,12.977189,1989,DTR,hist
9,13.201007,1990,DTR,hist
10,11.753916,1991,DTR,hist
11,10.884707,1992,DTR,hist
12,12.143361,1993,DTR,hist
13,14.103541,1994,DTR,hist
14,12.883173,1995,DTR,hist
15,12.419892,1996,DTR,hist
16,12.578343,1997,DTR,hist
17,13.0348015,1998,DTR,hist
18,13.411469,1999,DTR,hist
19,12.39532,2000,DTR,hist
20,10.708905,2001,DTR,hist
21,10.924921,2002,DTR,hist
22,11.500777,2003,DTR,hist
23,12.677585,2004,DTR,hist
24,11.463576,2005,DTR,hist
25,12.945502,2006,DTR,hist
26,12.361737,2007,DTR,hist
27,12.94096,2008,DTR,hist
28,13.254677,2009,DTR,hist
0,5214.0,1951,FD,hist
1,5474.0,1952,FD,hist
2,4847.0,1953,FD,hist
3,4982.0,1954,FD,hist
4,5186.0,1955,FD,hist
5,5006.0,1956,FD,hist
6,5466.0,1957,FD,hist
7,4978.0,1958,FD,hist
8,4912.0,1959,FD,hist
9,5379.0,1960,FD,hist
10,5484.0,1961,FD,hist
11,5050.0,1962,FD,hist
12,4868.0,1963,FD,hist
13,4844.0,1964,FD,hist
14,4969.0,1965,FD,hist
15,5552.0,1966,FD,hist
16,4849.0,1967,FD,hist
17,5042.0,1968,FD,hist
18,5189.0,1969,FD,hist
19,5365.0,1970,FD,hist
20,5240.0,1971,FD,hist
21,5149.0,1972,FD,hist
22,5070.0,1973,FD,hist
23,4887.0,1974,FD,hist
24,4863.0,1975,FD,hist
25,4821.0,1976,FD,hist
26,5135.0,1977,FD,hist
27,5015.0,1978,FD,hist
28,5018.0,1979,FD,hist
0,5184.0,1981,FD,hist
1,5389.0,1982,FD,hist
2,5173.0,1983,FD,hist
3,5122.0,1984,FD,hist
4,5499.0,1985,FD,hist
5,5121.0,1986,FD,hist
6,5433.0,1987,FD,hist
7,5159.0,1988,FD,hist
8,5217.0,1989,FD,hist
9,4676.0,1990,FD,hist
10,4736.0,1991,FD,hist
11,5161.0,1992,FD,hist
12,4793.0,1993,FD,hist
13,4381.0,1994,FD,hist
14,5413.0,1995,FD,hist
15,5290.0,1996,FD,hist
16,4993.0,1997,FD,hist
17,5104.0,1998,FD,hist
18,4820.0,1999,FD,hist
19,4988.0,2000,FD,hist
20,4753.0,2001,FD,hist
21,5199.0,2002,FD,hist
22,5401.0,2003,FD,hist
23,4647.0,2004,FD,hist
24,5020.0,2005,FD,hist
25,4796.0,2006,FD,hist
26,4976.0,2007,FD,hist
27,4554.0,2008,FD,hist
28,4655.0,2009,FD,hist
0,2897.0,1951,ID,hist
1,3042.0,1952,ID,hist
2,2168.0,1953,ID,hist
3,1928.0,1954,ID,hist
4,2759.0,1955,ID,hist
5,2343.0,1956,ID,hist
6,2416.0,1957,ID,hist
7,1629.0,1958,ID,hist
8,2129.0,1959,ID,hist
9,2537.0,1960,ID,hist
10,3029.0,1961,ID,hist
11,1738.0,1962,ID,hist
12,2583.0,1963,ID,hist
13,1844.0,1964,ID,hist
14,2394.0,1965,ID,hist
15,3354.0,1966,ID,hist
16,1571.0,1967,ID,hist
17,2254.0,1968,ID,hist
18,2624.0,1969,ID,hist
19,2489.0,1970,ID,hist
20,2017.0,1971,ID,hist
21,2301.0,1972,ID,hist
22,2616.0,1973,ID,hist
23,2970.0,1974,ID,hist
24,2231.0,1975,ID,hist
25,2106.0,1976,ID,hist
26,2199.0,1977,ID,hist
27,2865.0,1978,ID,hist
28,2424.0,1979,ID,hist
0,2561.0,1981,ID,hist
1,2160.0,1982,ID,hist
2,2498.0,1983,ID,hist
3,2711.0,1984,ID,hist
4,2529.0,1985,ID,hist
5,1766.0,1986,ID,hist
6,3317.0,1987,ID,hist
7,2715.0,1988,ID,hist
8,2729.0,1989,ID,hist
9,1965.0,1990,ID,hist
10,1964.0,1991,ID,hist
11,2735.0,1992,ID,hist
12,2129.0,1993,ID,hist
13,1343.0,1994,ID,hist
14,1838.0,1995,ID,hist
15,1776.0,1996,ID,hist
16,2883.0,1997,ID,hist
17,1727.0,1998,ID,hist
18,1925.0,1999,ID,hist
19,2350.0,2000,ID,hist
20,2520.0,2001,ID,hist
21,2348.0,2002,ID,hist
22,2534.0,2003,ID,hist
23,1555.0,2004,ID,hist
24,2406.0,2005,ID,hist
25,2106.0,2006,ID,hist
26,2281.0,2007,ID,hist
27,2239.0,2008,ID,hist
28,1525.0,2009,ID,hist
0,670.0,1951,R10mm,hist
1,1107.0,1952,R10mm,hist
2,558.0,1953,R10mm,hist
3,610.0,1954,R10mm,hist
4,734.0,1955,R10mm,hist
5,858.0,1956,R10mm,hist
6,697.0,1957,R10mm,hist
7,607.0,1958,R10mm,hist
8,856.0,1959,R10mm,hist
9,878.0,1960,R10mm,hist
10,757.0,1961,R10mm,hist
11,708.0,1962,R10mm,hist
12,660.0,1963,R10mm,hist
13,606.0,1964,R10mm,hist
14,936.0,1965,R10mm,hist
15,733.0,1966,R10mm,hist
16,803.0,1967,R10mm,hist
17,952.0,1968,R10mm,hist
18,579.0,1969,R10mm,hist
19,510.0,1970,R10mm,hist
20,701.0,1971,R10mm,hist
21,654.0,1972,R10mm,hist
22,617.0,1973,R10mm,hist
23,640.0,1974,R10mm,hist
24,609.0,1975,R10mm,hist
25,546.0,1976,R10mm,hist
26,1027.0,1977,R10mm,hist
27,586.0,1978,R10mm,hist
28,795.0,1979,R10mm,hist
0,72.0,1951,R20mm,hist
1,191.0,1952,R20mm,hist
2,138.0,1953,R20mm,hist
3,113.0,1954,R20mm,hist
4,123.0,1955,R20mm,hist
5,230.0,1956,R20mm,hist
6,145.0,1957,R20mm,hist
7,157.0,1958,R20mm,hist
8,226.0,1959,R20mm,hist
9,125.0,1960,R20mm,hist
10,107.0,1961,R20mm,hist
11,94.0,1962,R20mm,hist
12,146.0,1963,R20mm,hist
13,60.0,1964,R20mm,hist
14,136.0,1965,R20mm,hist
15,79.0,1966,R20mm,hist
16,114.0,1967,R20mm,hist
17,201.0,1968,R20mm,hist
18,123.0,1969,R20mm,hist
19,86.0,1970,R20mm,hist
20,142.0,1971,R20mm,hist
21,103.0,1972,R20mm,hist
22,134.0,1973,R20mm,hist
23,85.0,1974,R20mm,hist
24,125.0,1975,R20mm,hist
25,131.0,1976,R20mm,hist
26,230.0,1977,R20mm,hist
27,104.0,1978,R20mm,hist
28,177.0,1979,R20mm,hist
0,209.0,1981,R20mm,hist
1,124.0,1982,R20mm,hist
2,111.0,1983,R20mm,hist
3,157.0,1984,R20mm,hist
4,115.0,1985,R20mm,hist
5,213.0,1986,R20mm,hist
6,187.0,1987,R20mm,hist
7,201.0,1988,R20mm,hist
8,121.0,1989,R20mm,hist
9,230.0,1990,R20mm,hist
10,206.0,1991,R20mm,hist
11,258.0,1992,R20mm,hist
12,137.0,1993,R20mm,hist
13,72.0,1994,R20mm,hist
14,195.0,1995,R20mm,hist
15,100.0,1996,R20mm,hist
16,157.0,1997,R20mm,hist
17,110.0,1998,R20mm,hist
18,149.0,1999,R20mm,hist
19,362.0,2000,R20mm,hist
20,217.0,2001,R20mm,hist
21,202.0,2002,R20mm,hist
22,151.0,2003,R20mm,hist
23,221.0,2004,R20mm,hist
24,220.0,2005,R20mm,hist
25,90.0,2006,R20mm,hist
26,151.0,2007,R20mm,hist
27,151.0,2008,R20mm,hist
28,104.0,2009,R20mm,hist
0,3091.0,1951,RR1,hist
1,3886.0,1952,RR1,hist
2,3092.0,1953,RR1,hist
3,3245.0,1954,RR1,hist
4,2929.0,1955,RR1,hist
5,3476.0,1956,RR1,hist
6,3160.0,1957,RR1,hist
7,3294.0,1958,RR1,hist
8,3786.0,1959,RR1,hist
9,3803.0,1960,RR1,hist
10,3468.0,1961,RR1,hist
11,2989.0,1962,RR1,hist
12,3215.0,1963,RR1,hist
13,3065.0,1964,RR1,hist
14,3360.0,1965,RR1,hist
15,3309.0,1966,RR1,hist
16,3609.0,1967,RR1,hist
17,3594.0,1968,RR1,hist
18,3345.0,1969,RR1,hist
19,2862.0,1970,RR1,hist
20,3276.0,1971,RR1,hist
21,3336.0,1972,RR1,hist
22,2994.0,1973,RR1,hist
23,3282.0,1974,RR1,hist
24,2843.0,1975,RR1,hist
25,2989.0,1976,RR1,hist
26,4440.0,1977,RR1,hist
27,3483.0,1978,RR1,hist
28,3256.0,1979,RR1,hist
0,3138.0,1981,RR1,hist
1,3708.0,1982,RR1,hist
2,3703.0,1983,RR1,hist
3,3618.0,1984,RR1,hist
4,3886.0,1985,RR1,hist
5,3717.0,1986,RR1,hist
6,3597.0,1987,RR1,hist
7,3810.0,1988,RR1,hist
8,3274.0,1989,RR1,hist
9,3603.0,1990,RR1,hist
10,3485.0,1991,RR1,hist
11,3735.0,1992,RR1,hist
12,3414.0,1993,RR1,hist
13,2923.0,1994,RR1,hist
14,3354.0,1995,RR1,hist
15,2929.0,1996,RR1,hist
16,3670.0,1997,RR1,hist
17,3459.0,1998,RR1,hist
18,2840.0,1999,RR1,hist
19,3474.0,2000,RR1,hist
20,4231.0,2001,RR1,hist
21,3955.0,2002,RR1,hist
22,3540.0,2003,RR1,hist
23,3569.0,2004,RR1,hist
24,3334.0,2005,RR1,hist
25,3342.0,2006,RR1,hist
26,2719.0,2007,RR1,hist
27,3170.0,2008,RR1,hist
28,3204.0,2009,RR1,hist
0,21513.094,1951,RR,hist
1,30720.37,1952,RR,hist
2,21420.893,1953,RR,hist
3,21796.7,1954,RR,hist
4,22022.55,1955,RR,hist
5,27343.375,1956,RR,hist
6,23632.217,1957,RR,hist
7,23085.504,1958,RR,hist
8,29595.938,1959,RR,hist
9,27060.34,1960,RR,hist
10,24055.758,1961,RR,hist
11,21618.223,1962,RR,hist
12,23050.816,1963,RR,hist
13,20613.535,1964,RR,hist
14,26192.943,1965,RR,hist
15,23511.117,1966,RR,hist
16,25527.082,1967,RR,hist
17,27454.523,1968,RR,hist
18,22178.668,1969,RR,hist
19,19286.084,1970,RR,hist
20,23900.871,1971,RR,hist
21,22729.404,1972,RR,hist
22,21315.838,1973,RR,hist
23,21667.484,1974,RR,hist
24,19911.885,1975,RR,hist
25,20823.387,1976,RR,hist
26,33152.914,1977,RR,hist
27,22469.547,1978,RR,hist
28,24746.762,1979,RR,hist
0,23643.02,1981,RR,hist
1,26972.1,1982,RR,hist
2,25716.338,1983,RR,hist
3,27466.314,1984,RR,hist
4,26663.336,1985,RR,hist
5,29064.27,1986,RR,hist
6,27621.766,1987,RR,hist
7,27826.656,1988,RR,hist
8,21489.518,1989,RR,hist
9,28809.998,1990,RR,hist
10,26224.203,1991,RR,hist
11,29026.35,1992,RR,hist
12,24709.447,1993,RR,hist
13,19782.932,1994,RR,hist
14,26202.404,1995,RR,hist
15,20915.465,1996,RR,hist
16,26828.111,1997,RR,hist
17,23383.645,1998,RR,hist
18,20086.65,1999,RR,hist
19,30980.621,2000,RR,hist
20,31179.75,2001,RR,hist
21,29294.783,2002,RR,hist
22,25763.81,2003,RR,hist
23,26843.822,2004,RR,hist
24,28829.5,2005,RR,hist
25,22306.607,2006,RR,hist
26,20286.576,2007,RR,hist
27,23209.922,2008,RR,hist
28,22965.594,2009,RR,hist
0,6.9132233,1951,SDII,hist
1,7.761535,1952,SDII,hist
